player,pos,age,team,team_g,g,gs,mp,fgm,fga,fg_perc,3pm,3pa,3p_perc,2pm,2pa,2p_perc,efg,ftm,fta,ft_perc,orb,drb,trb,ast,stl,blk,tov,pf,pts,per,ts,3par,ftr,orb_perc,drb_perc,trb_perc,ast_perc,stl_perc,blk_perc,tov_perv,usg_perc,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,offensive_raptor,defensive_raptor
Shaquille Harrison,SF,26,CHI,51,46.62745098,6.431372549,7.3,1.1,2.6,0.413,0.2,0.6,0.353,0.9,2,0.431,0.453,0.7,1,0.714,0.2,1,1.3,1,0.4,0.2,0.3,0.8,3,15.2,0.504,0.227,0.373,3.4,16,9.5,19.9,2.7,2.2,8.4,19.2,0.321568627,0.482352941,0.803921569,0.119,-2.2,1.1,-1.2,0,0.544218843,2.554022238
Josh Hart,SF,24,NOP,49,70.28571429,18.40816327,28.2,3.6,8.7,0.418,2,5.9,0.348,1.6,2.8,0.564,0.536,1.2,1.6,0.761,1,5.2,6.2,1.4,1.1,0.4,1.2,2.8,10.5,11.5,0.56,0.679,0.184,3.7,19.9,11.7,6.7,1.8,1.3,11.5,15.5,1.33877551,1.840816327,3.012244898,0.074,-0.4,0.1,-0.3,0.836734694,0.119574931,1.220366104
Isaiah Hartenstein,C,21,HOU,48,34.16666667,3.416666667,12.4,2.1,3.1,0.689,0,0.2,0,2.1,2.9,0.724,0.689,0.9,1.3,0.692,1.4,3,4.3,0.8,0.4,0.6,0.8,1.9,5.1,19.6,0.704,0.049,0.426,11.3,24.7,18,9.4,1.5,4.1,17.2,14.4,1.195833333,0.683333333,1.879166667,0.204,-0.4,2,1.7,0.341666667,1.266539785,0.081751009
Udonis Haslem,PF,39,MIA,48,3.416666667,0,5.5,0.5,0.5,1,0,0,0,0.5,0.5,1,1,1.5,2,0.75,0,1.5,1.5,0,0,0,0,1.5,2.5,16.1,0.906,0,4,0,28.9,15.3,0,0,0,0,11.1,0.170833333,0,0.170833333,0.292,-1.8,-5.6,-7.4,0,-2.785172743,-4.371064893
Jaxson Hayes,C,19,NOP,49,76.97959184,20.08163265,19.1,3.1,4.7,0.665,0,0.1,0.25,3.1,4.6,0.673,0.667,2.2,3.4,0.627,1.6,2.9,4.5,1,0.5,1.1,0.8,2.8,8.4,18.2,0.678,0.019,0.735,8.9,16.1,12.4,7.1,1.1,4.8,11.5,15.1,4.016326531,1.33877551,5.355102041,0.174,0.3,1.5,1.8,1.33877551,-1.729933288,-0.758712916
Gordon Hayward,SF,29,BOS,48,54.66666667,54.66666667,32.6,6.6,13,0.506,1.5,4,0.372,5.1,9,0.566,0.564,2.1,2.4,0.883,1,5.4,6.4,3.9,0.8,0.4,1.8,1.8,16.8,18,0.597,0.309,0.185,3.3,17.6,10.5,18.2,1.1,1.1,11.4,20.8,3.5875,2.391666667,5.979166667,0.16,1.8,0.5,2.3,1.879166667,1.153935829,-1.529193688
John Henson,PF,29,CLE,50,44.28,1.64,13.4,2,3.9,0.5,0.2,1,0.179,1.8,2.9,0.615,0.524,0.6,1.1,0.5,1.1,2.6,3.7,1.4,0.5,1.1,0.7,1.7,4.7,17.2,0.529,0.264,0.283,8.8,21.7,15.2,15.4,1.9,7.1,13.1,16.1,0.656,0.656,1.312,0.105,-1.1,3.8,2.7,0.656,-0.923569828,5.155017315
Dewan Hernandez,C,23,TOR,49,6.693877551,0,2.8,0.3,1.3,0.2,0,0.3,0,0.3,1,0.25,0.2,0.5,0.5,1,0.5,1.3,1.8,0,0.3,0,0.3,1.5,1,4.2,0.34,0.2,0.4,19.4,46.7,33.3,0,4.3,0,14.5,26.8,0,0,0,0.008,-14,-6,-20,0,0.575311352,-2.106483806
Juancho Hernangomez,PF,24,DEN,49,53.55102041,0,11.9,1.1,3.2,0.356,0.5,1.8,0.259,0.7,1.3,0.488,0.431,0.3,0.6,0.55,0.6,1.9,2.5,0.7,0.1,0.1,0.4,0.8,3.1,6.9,0.446,0.574,0.198,5.4,17.4,11.3,7.2,0.5,0.7,11.3,14,-0.334693878,0.502040816,0.334693878,0.022,-3.8,-1.3,-5.2,-0.502040816,-1.963656373,0.600441107
Willy Hernangomez,C,25,CHO,49,33.46938776,0,9.2,2.1,3.7,0.568,0.3,0.8,0.313,1.9,2.9,0.638,0.601,1.1,1.9,0.579,1.1,2,3.1,0.5,0.3,0.3,0.8,1.1,5.6,21.6,0.612,0.216,0.514,12.6,24.4,18.2,10.1,1.4,2.5,14.2,25.3,0.502040816,0.334693878,0.836734694,0.126,-0.2,-1.4,-1.6,0,-1.825635591,-3.654685882
Tyler Herro,SG,20,MIA,48,76.875,10.25,28,4.8,11.6,0.417,2.2,5.6,0.396,2.6,6.1,0.436,0.511,1.5,1.8,0.835,0.3,3.8,4.1,2,0.6,0.2,1.6,1.3,13.4,11.8,0.539,0.478,0.151,1.3,14.4,8.2,11.2,1.1,0.5,11.4,22,0,2.05,2.05,0.047,-1.6,-1.5,-3.1,-0.683333333,-1.246657597,-1.539280858
Kevin Hervey,PF,23,OKC,50,9.84,0,2.2,0,0.8,0,0,0.7,0,0,0.2,0,0,0,0,0,0,0.3,0.3,0.2,0,0,0,0.2,0,-12.4,0,0.8,0,0,16.4,8.5,9.3,0,0,0,16.9,-0.164,0,-0.164,-0.357,-13.8,-3.2,-17,0,-14.63687945,-0.155469989
Mario Hezonja,PF,24,POR,50,57.4,6.56,16.5,1.5,4,0.374,0.4,1.3,0.277,1.1,2.6,0.424,0.421,1,1.2,0.837,0.6,3.2,3.8,0.8,0.6,0.1,0.8,2.3,4.4,7.5,0.484,0.338,0.309,3.8,19.4,11.8,6,1.6,0.7,15.1,13.6,-0.328,0.82,0.492,0.023,-3.8,-0.2,-4,-0.492,-4.218905676,-0.183765648
Buddy Hield,SG,27,SAC,49,82,73.63265306,33.7,7.4,17.4,0.426,3.8,10,0.376,3.7,7.4,0.494,0.534,1.8,2.1,0.829,1,4.1,5,3.1,0.8,0.3,2.5,2.6,20.3,15.4,0.555,0.575,0.123,3.1,14.1,8.4,15.2,1.2,0.9,12,26.9,1.673469388,1.673469388,3.346938776,0.059,1.8,-2,-0.2,1.33877551,1.387574193,-2.809152691
George Hill,PG,33,MIL,48,75.16666667,0,21.1,3.5,6.4,0.541,1.5,3,0.511,2,3.5,0.566,0.659,1.3,1.5,0.821,0.9,2.1,3,3,0.7,0.1,1,1.4,9.7,18.3,0.685,0.463,0.237,4.5,9.3,7.1,19,1.6,0.4,11.8,15.8,5.125,2.391666667,7.516666667,0.227,3.4,-0.1,3.4,2.220833333,3.555322983,0.197346411
Solomon Hill,SF,28,MEM,49,78.65306122,5.020408163,18.9,2,4.9,0.414,1.2,3.1,0.381,0.9,1.8,0.471,0.534,0.6,0.8,0.684,0.5,2.5,3,2,0.7,0.1,0.8,1.5,5.8,10.5,0.551,0.634,0.164,2.9,14.2,8.6,13.2,1.6,0.7,13.6,13.5,1.004081633,1.004081633,2.008163265,0.063,-0.6,-0.4,-1.1,0.334693878,0.061316207,-1.694460951
Jaylen Hoard,SF,20,POR,50,19.68,0,7.8,1.1,2.4,0.448,0,0.3,0,1.1,2.2,0.5,0.448,0.5,0.9,0.545,1.1,1.4,2.5,0.3,0.4,0,0.3,0.8,2.7,14,0.473,0.103,0.379,14.4,18.3,16.4,5.9,2.5,0,10.6,17,0.164,0.164,0.328,0.077,-2.2,-1.2,-3.3,0,-0.816501288,-3.714890874
Aaron Holiday,PG,23,IND,49,75.30612245,30.12244898,23.4,3.9,9.1,0.424,1.6,3.7,0.425,2.3,5.4,0.424,0.511,1,1.2,0.87,0.4,1.9,2.3,3.5,0.8,0.2,1.3,1.8,10.4,13.5,0.537,0.407,0.132,1.8,9,5.4,21.4,1.6,0.8,12.2,20.7,1.33877551,1.673469388,3.012244898,0.083,0.1,-1.2,-1.1,0.334693878,1.636589873,0.768955773
Jrue Holiday,SG,29,NOP,49,66.93877551,66.93877551,35.3,7.9,17.6,0.445,2.1,5.9,0.357,5.8,11.8,0.489,0.505,2.2,3,0.723,1.3,3.5,4.8,6.4,1.8,0.9,2.9,2.1,20,17.5,0.527,0.333,0.169,3.9,10.5,7.2,27.9,2.3,2,13.3,25.5,2.175510204,1.840816327,4.016326531,0.082,1.4,0.1,1.5,2.008163265,1.799006351,1.772730331
Justin Holiday,SG,30,IND,49,82,3.346938776,25.2,2.9,6.6,0.431,1.8,4.3,0.418,1,2.3,0.455,0.568,0.7,0.9,0.767,0.4,2.9,3.4,1.5,1,0.6,0.5,1.8,8.2,12.3,0.584,0.655,0.132,2,12.9,7.4,7.8,1.9,2.1,7,13.2,2.342857143,2.67755102,5.020408163,0.116,0.8,1.3,2.1,2.175510204,0.694544642,1.734836884
Rondae Hollis-Jefferson,SF,25,TOR,49,63.59183673,3.346938776,19.7,2.8,6,0.467,0.1,0.4,0.143,2.8,5.7,0.488,0.472,1.9,2.7,0.733,2.1,2.9,5,1.7,0.9,0.4,1,2.1,7.6,16,0.53,0.061,0.441,11.4,15,13.2,12.7,2.3,1.9,11.9,17.8,1.840816327,2.175510204,4.016326531,0.157,-1,2.4,1.4,1.004081633,1.026019416,3.216926565
Richaun Holmes,C,26,SAC,49,61.91836735,55.2244898,29.4,5.5,8.4,0.66,0,0,0,5.5,8.4,0.66,0.66,2.1,2.5,0.817,3.1,5.4,8.5,1,1.1,1.4,1.2,3.9,13.1,21,0.692,0,0.301,11.4,21.5,16.3,5.3,1.8,4.6,11.6,15.9,5.355102041,2.342857143,7.697959184,0.203,1.2,2.3,3.6,2.510204082,-0.049154623,1.206978347
Rodney Hood,SF,27,POR,50,34.44,34.44,29.5,4.1,8.2,0.506,1.7,3.4,0.493,2.5,4.8,0.515,0.608,1,1.3,0.778,0.5,3,3.4,1.5,0.8,0.2,0.9,2.2,11,12.3,0.625,0.413,0.157,1.7,10.1,6,7.1,1.3,0.5,9.4,13.9,1.64,0.328,1.968,0.091,0.7,-1.1,-0.4,0.492,0.535738643,-0.273485659
Al Horford,C,33,PHI,50,73.8,73.8,31.1,5.1,11.4,0.449,1.4,4.4,0.316,3.7,7,0.532,0.51,0.9,1.2,0.722,1.6,5.2,6.8,4,0.9,0.9,1.1,2.2,12.5,15.8,0.524,0.383,0.105,5.7,18.1,12,19,1.5,2.4,8.5,18.1,2.952,3.444,6.396,0.135,0.6,2,2.6,2.624,0.229834374,2.212712124
Talen Horton-Tucker,SG,19,LAL,48,3.416666667,0,2.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,15,0,1,0,0,0,0,45,9.5,0,0,8.5,0,0,0,0.107,-5.6,-3.8,-9.5,0,-7.362015262,23.06143844
Danuel House,SF,26,HOU,48,71.75,52.95833333,30.5,3.5,8.3,0.423,2,5.4,0.374,1.5,2.9,0.512,0.544,1.2,1.6,0.761,1,3.2,4.1,1.2,1,0.6,1,2.2,10.3,10.8,0.569,0.649,0.191,3.3,10.8,7,5.5,1.6,1.7,9.5,13.4,2.220833333,1.879166667,4.1,0.088,-0.3,0.1,-0.2,1.025,-0.083831735,0.538230846
Dwight Howard,C,34,LAL,48,82,3.416666667,19.9,3.1,4.2,0.724,0.1,0.1,0.6,3,4.1,0.727,0.732,1.3,2.7,0.469,2.6,5.1,7.7,0.7,0.4,1.4,1.2,3.3,7.4,18.5,0.688,0.025,0.631,14.6,27.2,21.1,4.6,1,6.4,18.5,14.1,3.245833333,3.245833333,6.491666667,0.192,-0.5,3.2,2.6,1.879166667,-0.092508194,1.027042395
Kevin Huerter,SG,21,ATL,50,63.96,50.84,29.1,4.2,10,0.421,2.2,5.6,0.399,2,4.4,0.448,0.532,1,1.3,0.796,0.6,3.6,4.2,3.2,0.9,0.5,1.6,2.4,11.6,11.9,0.552,0.559,0.126,2.1,13.5,7.7,16.3,1.4,1.3,13.5,17.4,0.984,0.82,1.804,0.047,-0.4,-0.9,-1.4,0.328,-0.509078019,-2.348707975
De'Andre Hunter,SF,22,ATL,50,78.72,77.08,31.1,4.5,11,0.411,1.6,4.8,0.333,2.9,6.2,0.47,0.483,1.7,2.2,0.766,0.5,3.3,3.8,1.8,0.6,0.3,1.6,2.8,12.3,8.4,0.515,0.433,0.203,1.7,11.3,6.5,8.6,1,0.7,11.8,18,-0.656,0.492,-0.164,-0.003,-2.7,-1.8,-4.5,-1.476,-2.387868873,-1.28563476
Chandler Hutchison,SF,23,CHI,51,38.58823529,9.647058824,17,2.6,5.3,0.496,0.4,1.1,0.333,2.3,4.2,0.54,0.531,1.5,2.4,0.632,0.4,3.1,3.5,0.8,1,0.3,0.9,1.5,7.1,13.7,0.562,0.213,0.449,2.6,20.6,11.2,7.2,2.7,1.4,12.6,18.3,0.160784314,0.964705882,1.28627451,0.091,-3.7,0.9,-2.8,-0.160784314,-2.486344548,1.56455449
Serge Ibaka,C,30,TOR,49,65.26530612,26.7755102,26.5,6.3,12.1,0.517,1.1,2.8,0.394,5.2,9.3,0.554,0.563,1.8,2.4,0.747,2.2,5.9,8.1,1.3,0.6,0.8,1.9,2.7,15.4,18.3,0.586,0.231,0.201,8.7,22.9,15.9,8.2,1,2.9,12.6,24.4,1.840816327,3.179591837,5.020408163,0.139,-1,0.6,-0.4,0.669387755,-2.290776182,1.283003417
Ersan Ilyasova,PF,32,MIL,48,75.16666667,8.541666667,16.5,2.8,5.6,0.492,0.9,2.5,0.37,1.8,3.1,0.587,0.573,1.3,1.5,0.824,1.1,4.1,5.2,1,0.4,0.3,0.6,1.5,7.7,17.3,0.612,0.439,0.276,7.1,23.1,15.6,7.8,1.2,1.6,8.3,17.1,2.733333333,2.5625,5.295833333,0.204,0.5,0.6,1.1,1.025,1.826095532,1.124174629
Joe Ingles,SF,32,UTA,49,82,48.53061224,30,3.7,8.2,0.444,2.1,5.1,0.409,1.6,3.1,0.503,0.572,1,1.3,0.773,0.4,3.7,4.1,5,0.9,0.1,1.8,2.1,10.4,13.2,0.593,0.625,0.164,1.4,12.9,7.4,23.6,1.5,0.3,17.1,15.5,3.681632653,2.67755102,6.359183673,0.124,1.6,0.5,2.1,2.510204082,0.814073556,0.576404703
Brandon Ingram,PF,22,NOP,49,73.63265306,73.63265306,34.2,8.5,18.1,0.47,2.5,6.1,0.4,6,11.9,0.507,0.538,5.4,6.3,0.859,0.9,5.4,6.3,4.3,0.9,0.8,3,2.9,24.9,20.7,0.597,0.34,0.348,2.7,17,9.8,20.4,1.3,1.9,12.6,28.7,5.355102041,1.840816327,7.195918367,0.137,2.8,-0.6,2.1,2.67755102,2.993691309,-1.858828624
Kyrie Irving,PG,27,BRK,48,34.16666667,34.16666667,32.9,10,20.8,0.478,2.8,7.1,0.394,7.2,13.7,0.522,0.546,4.7,5.1,0.922,1.1,4.1,5.2,6.4,1.4,0.5,2.6,2.7,27.4,26.5,0.595,0.341,0.245,3.5,12.3,8,37.5,1.9,1.2,10.1,32.6,3.758333333,1.366666667,4.954166667,0.214,7.4,-0.2,7.2,2.5625,6.594413273,-3.490837276
Jonathan Isaac,SF,22,ORL,49,53.55102041,53.55102041,29.7,4.7,10.1,0.463,0.9,2.8,0.33,3.7,7.2,0.515,0.509,1.8,2.3,0.767,1.8,5.2,6.9,1.4,1.6,2.4,1.5,2.5,12,17.2,0.542,0.283,0.227,6.1,19.1,12.3,7.3,2.6,7.5,11.7,18.3,0.669387755,3.346938776,4.016326531,0.123,-2,5.2,3.3,2.175510204,-0.949378185,4.376143408
Wes Iwundu,SF,25,ORL,49,58.57142857,16.73469388,18.1,1.6,4.3,0.371,0.5,1.5,0.314,1.1,2.9,0.4,0.424,1.3,1.7,0.81,0.6,2,2.6,1,0.6,0.3,0.5,1.5,5,9.4,0.496,0.338,0.384,3.4,12.2,7.6,7.9,1.6,1.4,8.3,13.2,0.334693878,1.171428571,1.673469388,0.073,-3.3,0.7,-2.6,-0.167346939,-2.351417222,1.095374636
Frank Jackson,PG,21,NOP,49,66.93877551,1.673469388,13.2,2.1,5.2,0.398,0.7,2.3,0.301,1.4,2.8,0.478,0.466,1,1.3,0.76,0.3,0.9,1.3,0.8,0.4,0.1,0.9,1.4,5.8,8,0.504,0.451,0.243,2.6,7.5,5,8,1.2,0.5,13,20.5,-0.502040816,0.334693878,-0.167346939,-0.01,-3.4,-3.2,-6.6,-1.004081633,-2.197347758,-4.005436272
Jaren Jackson,C,20,MEM,49,78.65306122,78.65306122,28,6.4,13.4,0.479,2.6,6.5,0.405,3.8,6.9,0.549,0.578,2.2,2.9,0.745,1,3.7,4.7,1.4,0.7,1.6,1.7,4.1,17.7,17.1,0.601,0.486,0.217,3.9,13.8,8.9,7.4,1.1,5,10.6,24.5,2.67755102,2.008163265,4.518367347,0.099,1.3,-0.4,0.9,1.673469388,-0.126715534,-0.473790615
Josh Jackson,SG,22,MEM,49,3.346938776,0,17,3,7.5,0.4,0.5,3,0.167,2.5,4.5,0.556,0.433,1.5,2,0.75,1,2,3,0.5,1,0,1,1,8,11.1,0.477,0.4,0.267,6.4,12.4,9.4,4.1,2.7,0,10.7,23,0,0,0,-0.004,-3.8,-3.1,-6.9,0,-4.811763583,5.609234912
Justin Jackson,PF,24,DAL,49,73.63265306,3.346938776,16.5,2.3,5.6,0.402,0.9,2.8,0.306,1.4,2.8,0.5,0.48,0.6,0.7,0.844,0.4,2.1,2.5,0.7,0.2,0.1,0.2,1.2,6,9.9,0.506,0.504,0.13,2.8,12.9,7.9,6.1,0.6,0.7,3.7,15.9,1.004081633,0.669387755,1.673469388,0.064,-1.6,-2.1,-3.7,-0.502040816,-0.767868489,-2.365859738
Reggie Jackson,PG,29,DET,50,11.48,6.56,22.9,4.6,11.1,0.41,1.9,4.7,0.394,2.7,6.4,0.422,0.494,2.3,3,0.762,0.6,1.9,2.4,3.9,0.9,0.1,1.4,1.3,13.3,17.4,0.533,0.423,0.269,2.8,9.2,6,27,1.8,0.5,10.3,26.3,0.328,0.164,0.492,0.096,1.5,-3,-1.4,0,1.4177104,-0.819404607
Justin James,SG,23,SAC,49,48.53061224,0,7.3,1,2.6,0.392,0.3,0.9,0.32,0.7,1.7,0.429,0.446,0.3,0.7,0.526,0.2,0.8,1,0.5,0.2,0.3,0.3,0.5,2.6,10.3,0.461,0.338,0.257,3.1,13.1,7.9,10.2,1.4,4,8.9,18.5,-0.167346939,0.334693878,0.167346939,0.019,-4.4,-0.1,-4.5,-0.167346939,-3.587831202,1.577948412
LeBron James,PG,35,LAL,48,78.58333333,78.58333333,34.8,9.6,19.5,0.491,2.1,6,0.342,7.5,13.5,0.557,0.543,3.8,5.5,0.693,1,6.7,7.7,10.7,1.3,0.5,3.9,1.8,25,25.7,0.57,0.31,0.28,3.3,20.5,12.1,50,1.8,1.2,15.2,31.4,7.858333333,4.270833333,11.95833333,0.21,6.3,2.1,8.4,7.175,6.839615534,1.109774336
Amile Jefferson,PF,26,ORL,49,28.44897959,0,4.4,0.3,0.8,0.385,0,0,0,0.3,0.8,0.385,0.385,0.3,0.8,0.357,0.5,0.8,1.3,0.2,0.1,0.2,0.2,0.4,0.9,9.1,0.391,0,1.077,12.3,19.3,15.7,7.5,0.7,3.7,13.5,13,0,0.167346939,0.167346939,0.036,-6.3,1.6,-4.8,-0.167346939,-7.6063144,3.917445249
DaQuan Jeffries,SG,22,SAC,49,5.020408163,0,4,0.3,1,0.333,0,0.3,0,0.3,0.7,0.5,0.333,0,0,0,0.3,0,0.3,0.3,0,0,0,1,0.7,2,0.333,0.333,0,9.1,0,4.7,11.2,0,0,0,10.9,0,0,0,-0.004,-3.5,-3.6,-7.1,0,-7.862268337,7.088112738
Ty Jerome,PG,22,PHO,48,30.75,0,11.8,1.6,4.1,0.397,0.6,1.7,0.355,1,2.3,0.429,0.473,0.2,0.3,0.8,0.3,1.4,1.7,1.8,0.7,0.2,0.7,1.2,4.1,11.4,0.485,0.425,0.068,2.5,13.3,7.8,21.9,2.7,1.2,13.8,17.4,0,0.341666667,0.341666667,0.055,-2.3,0.3,-2,0,-0.203172579,-1.756623394
Alize Johnson,SF,23,IND,49,18.40816327,0,4.2,0.6,1.3,0.5,0,0,0,0.6,1.3,0.5,0.5,0.4,0.5,0.667,0.5,0.8,1.4,0.2,0,0,0.1,0.5,1.6,14.6,0.541,0,0.429,14.5,21.7,18.1,6,0,0,5.7,16.9,0.167346939,0,0.167346939,0.147,-1.9,-2.8,-4.7,0,4.230008065,-6.44426192
B.J. Johnson,SF,24,ORL,49,10.04081633,0,6.8,0.8,2.7,0.313,0.2,1,0.167,0.7,1.7,0.4,0.344,0.3,0.3,1,0.2,0.8,1,0.3,0.3,0,0.5,0,2.2,5,0.385,0.375,0.125,2.5,13.4,7.7,7.3,2.4,0,15.1,21,-0.167346939,0.167346939,-0.167346939,-0.093,-8.2,-1.3,-9.5,-0.167346939,-8.841761806,1.260595571
Cameron Johnson,PF,23,PHO,48,64.91666667,0,19.8,2.7,6.4,0.42,1.7,4.4,0.398,0.9,2,0.468,0.556,0.7,0.9,0.75,0.9,2.1,3.1,0.9,0.4,0.3,0.6,1.5,7.8,11.8,0.574,0.683,0.148,5,12.1,8.5,6.7,1.1,1.4,8.5,15.9,1.366666667,0.854166667,2.220833333,0.084,0.3,-1.1,-0.8,0.341666667,-1.655582981,-0.912598008
James Johnson,PF,32,MIA,48,30.75,0,15.6,2.2,4.8,0.448,0.9,2.5,0.356,1.3,2.3,0.548,0.54,0.4,0.8,0.571,0.4,2.4,2.9,1.2,0.3,0.7,0.8,1.9,5.7,11.3,0.547,0.517,0.161,3.4,16.6,10.4,11.2,1,4.5,13.9,17,0.170833333,0.683333333,0.683333333,0.075,-2.2,1.2,-1,0.170833333,-1.858483565,0.066739271
Keldon Johnson,SF,20,SAS,48,5.125,0,3,0.7,1.7,0.4,0,0,0,0.7,1.7,0.4,0.4,0,0,0,0,1,1,0,0,0,0,0,1.3,8.2,0.4,0,0,0,35.2,17.8,0,0,0,0,24,0,0,0,-0.085,-13.2,-9.1,-22.3,0,-4.418161187,-2.596516995
Stanley Johnson,PF,23,TOR,49,26.7755102,0,5,0.5,1.8,0.286,0.1,0.8,0.167,0.4,1,0.375,0.321,0.2,0.3,0.75,0.2,0.8,1,0.3,0.2,0.1,0.5,0.4,1.3,1.6,0.353,0.429,0.143,4,16.7,10.5,8.5,1.8,1.2,21.2,20.2,-0.502040816,0.167346939,-0.334693878,-0.108,-9.4,0.1,-9.3,-0.167346939,-7.700157008,1.842651739
Tyler Johnson,SG,27,PHO,48,51.25,5.125,16.9,2.2,5.6,0.387,0.8,2.7,0.293,1.4,2.9,0.477,0.458,0.8,1.1,0.75,0.3,1.4,1.7,1.6,0.4,0.3,0.8,1.4,5.9,8.5,0.489,0.488,0.19,2.1,9.1,5.6,13.4,1.1,1.4,11.6,17.3,-0.170833333,0.5125,0.341666667,0.02,-2.9,-1.3,-4.2,-0.5125,-4.374339,-1.534874109
Nikola Jokic,C,24,DEN,49,82,82,32,7.7,15.1,0.507,1.3,3.9,0.326,6.4,11.2,0.569,0.549,3.3,4.1,0.801,2.4,7.7,10,6.6,1.1,0.6,2.9,3.1,19.9,24.1,0.587,0.257,0.272,8,26.4,17.1,33.7,1.7,1.6,14.8,26.7,7.028571429,4.016326531,11.04489796,0.202,4.8,2.7,7.5,6.359183673,3.662662471,0.24971134
Damian Jones,C,24,ATL,50,73.8,36.08,16.6,2.4,3.4,0.684,0,0.2,0.286,2.3,3.3,0.703,0.69,1.3,1.8,0.725,1.4,2.4,3.8,0.6,0.4,0.8,0.5,2.8,6,16,0.715,0.045,0.516,8.9,15.5,12.2,5.3,1.2,3.9,10.8,11.8,3.28,0.82,4.1,0.16,-0.2,0.7,0.6,0.82,-1.084893994,-3.057825767
Derrick Jones,SF,22,MIA,48,58.08333333,3.416666667,24.1,3,6.4,0.468,0.6,2.4,0.241,2.4,3.9,0.609,0.514,1.7,2.2,0.784,1,3.2,4.2,0.9,1,0.7,0.6,2.2,8.2,12.9,0.563,0.384,0.343,4.9,14.1,9.8,5.7,2,3,8.1,14.6,1.5375,1.879166667,3.5875,0.121,-1,1.5,0.5,0.854166667,-0.792887596,1.874370889
Tyus Jones,PG,23,MEM,49,82,10.04081633,18.9,2.6,5.9,0.448,0.6,1.6,0.359,2.1,4.3,0.481,0.497,0.5,0.7,0.765,0.1,1.5,1.6,4.5,0.9,0.1,1,0.7,6.4,14.2,0.515,0.271,0.118,0.7,8.2,4.5,31.7,2.1,0.6,13.4,15.8,1.840816327,0.836734694,2.844897959,0.086,-1.2,-2.3,-3.5,-0.669387755,0.215411784,-2.008173495
DeAndre Jordan,C,31,BRK,48,68.33333333,6.833333333,20.9,3.2,4.8,0.667,0,0,0,3.2,4.8,0.667,0.667,1.4,2.1,0.687,2.3,7.4,9.7,2,0.4,1,1.3,2,7.8,20.6,0.685,0,0.432,11.7,35.3,23.8,14,0.9,3.9,18.5,14,3.5875,2.733333333,6.15,0.21,-0.7,3.9,3.2,1.879166667,-2.217260867,2.349198416
Cory Joseph,PG,28,SAC,49,82,33.46938776,25,2.5,6.2,0.399,0.8,2.2,0.349,1.7,4,0.428,0.462,0.8,0.9,0.841,0.6,2.1,2.7,3.6,0.7,0.3,1.2,2,6.5,9.6,0.492,0.36,0.145,2.6,9.7,6.1,19.6,1.4,1.2,15,13.5,0.836734694,1.171428571,2.008163265,0.048,-2.2,-0.4,-2.5,-0.334693878,-1.940941686,0.577362916
Mfiondu Kabengele,C,22,LAC,49,16.73469388,0,4.4,1,2.2,0.455,0.6,1.2,0.5,0.4,1,0.4,0.591,0.3,0.3,1,0.1,0.7,0.8,0.1,0.1,0.1,0.1,0.6,2.9,18.5,0.622,0.545,0.136,2.4,16,9.3,3.6,1.1,2,4.1,22.8,0.167346939,0.167346939,0.334693878,0.184,1.2,-2.9,-1.7,0,5.050069969,0.959796612
Frank Kaminsky,C,26,PHO,48,54.66666667,22.20833333,22.4,4,8.7,0.455,1.2,3.5,0.348,2.8,5.2,0.527,0.525,1.8,2.8,0.67,0.9,4,4.9,2.2,0.4,0.3,1,2.2,11,14.7,0.554,0.401,0.315,4.5,20.1,12.1,14.7,0.9,1.2,9.4,20.7,1.366666667,1.025,2.5625,0.098,-0.3,-0.6,-0.8,0.341666667,-1.308838473,-1.04716579
Enes Kanter,C,27,BOS,48,61.5,6.833333333,18.5,4.1,6.8,0.602,0,0.1,0.2,4.1,6.7,0.61,0.604,1.3,1.8,0.682,3,5.2,8.2,1.1,0.4,0.9,1.1,1.9,9.5,24.2,0.622,0.02,0.268,17.3,30,23.7,9,1.2,4.4,12.4,20.1,3.245833333,2.220833333,5.6375,0.236,1,2.2,3.2,1.5375,2.160495735,1.868146079
Luke Kennard,SG,23,DET,50,45.92,41,32.9,5.4,12.2,0.442,2.6,6.5,0.399,2.8,5.7,0.491,0.548,2.4,2.7,0.893,0.3,3.2,3.5,4.1,0.4,0.2,1.5,2.3,15.8,14.4,0.589,0.535,0.219,1.1,10.9,6,18.9,0.6,0.5,10.3,19.6,2.788,0.492,3.116,0.102,1.8,-2.5,-0.7,0.492,2.509502265,-3.110912659
Stanton Kidd,SF,27,UTA,49,6.693877551,0,3.8,0,0.8,0,0,0.3,0,0,0.5,0,0,0,0,0,0,0.8,0.8,0.3,0,0,0.5,0.8,0,-13.7,0,0.333,0,0,20.9,10.9,8,0,0,40,14.6,-0.167346939,0,-0.167346939,-0.322,-16.3,0.4,-15.9,-0.167346939,-14.84845593,6.401541967
